"id","doc_id","doc_type","booking","date","provider","customer","resource","product","amount","rate","income_type","data_type","stay_length"
"CSRAL006202401","-","-","","2024-01-01","","","RAL006","Monthly rent","15428","15428","B2X","Stabilised",""
"CSRAL006202402","-","-","","2024-02-01","","","RAL006","Monthly rent","15428","15428","B2X","Stabilised",""
"CSRAL006202403","-","-","","2024-03-01","","","RAL006","Monthly rent","15103.2","15103.2","B2X","Stabilised",""
"CSRAL006202404","-","-","","2024-04-01","","","RAL006","Monthly rent","15103.2","15103.2","B2X","Stabilised",""
"CSRAL006202405","-","-","","2024-05-01","","","RAL006","Monthly rent","14616","14616","B2X","Stabilised",""
"CSRAL006202406","-","-","","2024-06-01","","","RAL006","Monthly rent","14616","14616","B2X","Stabilised",""
"CSRAL006202407","-","-","","2024-07-01","","","RAL006","Monthly rent","12180","12180","B2X","Stabilised",""
"CSRAL006202408","-","-","","2024-08-01","","","RAL006","Monthly rent","8282.4","8282.4","B2X","Stabilised",""
"CSRAL006202409","-","-","","2024-09-01","","","RAL006","Monthly rent","14482.02","14482.02","B2X","Stabilised",""
"CSRAL006202410","-","-","","2024-10-01","","","RAL006","Monthly rent","15647.24","15647.24","B2X","Stabilised",""
"CSRAL006202411","-","-","","2024-11-01","","","RAL006","Monthly rent","15647.24","15647.24","B2X","Stabilised",""
"CSRAL006202412","-","-","","2024-12-01","","","RAL006","Monthly rent","15480.78","15480.78","B2X","Stabilised",""
"CSROB67B202401","-","-","","2024-01-01","","","ROB67B","Monthly rent","34770","34770","B2X","Stabilised",""
"CSROB67B202402","-","-","","2024-02-01","","","ROB67B","Monthly rent","34770","34770","B2X","Stabilised",""
"CSROB67B202403","-","-","","2024-03-01","","","ROB67B","Monthly rent","34038","34038","B2X","Stabilised",""
"CSROB67B202404","-","-","","2024-04-01","","","ROB67B","Monthly rent","34038","34038","B2X","Stabilised",""
"CSROB67B202405","-","-","","2024-05-01","","","ROB67B","Monthly rent","32940","32940","B2X","Stabilised",""
"CSROB67B202406","-","-","","2024-06-01","","","ROB67B","Monthly rent","32940","32940","B2X","Stabilised",""
"CSROB67B202407","-","-","","2024-07-01","","","ROB67B","Monthly rent","27450","27450","B2X","Stabilised",""
"CSROB67B202408","-","-","","2024-08-01","","","ROB67B","Monthly rent","18666","18666","B2X","Stabilised",""
"CSROB67B202409","-","-","","2024-09-01","","","ROB67B","Monthly rent","32638.05","32638.05","B2X","Stabilised",""
"CSROB67B202410","-","-","","2024-10-01","","","ROB67B","Monthly rent","35264.1","35264.1","B2X","Stabilised",""
"CSROB67B202411","-","-","","2024-11-01","","","ROB67B","Monthly rent","35264.1","35264.1","B2X","Stabilised",""
"CSROB67B202412","-","-","","2024-12-01","","","ROB67B","Monthly rent","34888.95","34888.95","B2X","Stabilised",""
"CSRCF219202401","-","-","","2024-01-01","","","RCF219","Monthly rent","33612.0","33612.0","B2X","Stabilised",""
"CSRCF219202402","-","-","","2024-02-01","","","RCF219","Monthly rent","33612.0","33612.0","B2X","Stabilised",""
"CSRCF219202403","-","-","","2024-03-01","","","RCF219","Monthly rent","32904.38","32904.38","B2X","Stabilised",""
"CSRCF219202404","-","-","","2024-04-01","","","RCF219","Monthly rent","32904.38","32904.38","B2X","Stabilised",""
"CSRCF219202405","-","-","","2024-05-01","","","RCF219","Monthly rent","35545.61","35545.61","B2X","Stabilised",""
"CSRCF219202406","-","-","","2024-06-01","","","RCF219","Monthly rent","35545.61","35545.61","B2X","Stabilised",""
"CSRCF219202407","-","-","","2024-07-01","","","RCF219","Monthly rent","29621.34","29621.34","B2X","Stabilised",""
"CSRCF219202408","-","-","","2024-08-01","","","RCF219","Monthly rent","20142.51","20142.51","B2X","Stabilised",""
"CSRCF219202409","-","-","","2024-09-01","","","RCF219","Monthly rent","35219.78","35219.78","B2X","Stabilised",""
"CSRCF219202410","-","-","","2024-10-01","","","RCF219","Monthly rent","38053.55","38053.55","B2X","Stabilised",""
"CSRCF219202411","-","-","","2024-11-01","","","RCF219","Monthly rent","38053.55","38053.55","B2X","Stabilised",""
"CSRCF219202412","-","-","","2024-12-01","","","RCF219","Monthly rent","37648.73","37648.73","B2X","Stabilised",""
"CSRDC044202401","-","-","","2024-01-01","","","RDC044","Monthly rent","61044.8","61044.8","B2X","Stabilised",""
"CSRDC044202402","-","-","","2024-02-01","","","RDC044","Monthly rent","61044.8","61044.8","B2X","Stabilised",""
"CSRDC044202403","-","-","","2024-03-01","","","RDC044","Monthly rent","59759.65","59759.65","B2X","Stabilised",""
"CSRDC044202404","-","-","","2024-04-01","","","RDC044","Monthly rent","59759.65","59759.65","B2X","Stabilised",""
"CSRDC044202405","-","-","","2024-05-01","","","RDC044","Monthly rent","57831.92","57831.92","B2X","Stabilised",""
"CSRDC044202406","-","-","","2024-06-01","","","RDC044","Monthly rent","57831.92","57831.92","B2X","Stabilised",""
"CSRDC044202407","-","-","","2024-07-01","","","RDC044","Monthly rent","48193.26","48193.26","B2X","Stabilised",""
"CSRDC044202408","-","-","","2024-08-01","","","RDC044","Monthly rent","32771.42","32771.42","B2X","Stabilised",""
"CSRDC044202409","-","-","","2024-09-01","","","RDC044","Monthly rent","57301.79","57301.79","B2X","Stabilised",""
"CSRDC044202410","-","-","","2024-10-01","","","RDC044","Monthly rent","61912.28","61912.28","B2X","Stabilised",""
"CSRDC044202411","-","-","","2024-11-01","","","RDC044","Monthly rent","61912.28","61912.28","B2X","Stabilised",""
"CSRDC044202412","-","-","","2024-12-01","","","RDC044","Monthly rent","61253.64","61253.64","B2X","Stabilised",""
"CSSAL046202401","-","-","","2024-01-01","","","SAL046","Monthly rent","35590.8","35590.8","B2X","Stabilised",""
"CSSAL046202402","-","-","","2024-02-01","","","SAL046","Monthly rent","35590.8","35590.8","B2X","Stabilised",""
"CSSAL046202403","-","-","","2024-03-01","","","SAL046","Monthly rent","34841.52","34841.52","B2X","Stabilised",""
"CSSAL046202404","-","-","","2024-04-01","","","SAL046","Monthly rent","34841.52","34841.52","B2X","Stabilised",""
"CSSAL046202405","-","-","","2024-05-01","","","SAL046","Monthly rent","33717.6","33717.6","B2X","Stabilised",""
"CSSAL046202406","-","-","","2024-06-01","","","SAL046","Monthly rent","33717.6","33717.6","B2X","Stabilised",""
"CSSAL046202407","-","-","","2024-07-01","","","SAL046","Monthly rent","28098.0","28098.0","B2X","Stabilised",""
"CSSAL046202408","-","-","","2024-08-01","","","SAL046","Monthly rent","19106.64","19106.64","B2X","Stabilised",""
"CSSAL046202409","-","-","","2024-09-01","","","SAL046","Monthly rent","33408.52","33408.52","B2X","Stabilised",""
"CSSAL046202410","-","-","","2024-10-01","","","SAL046","Monthly rent","36096.56","36096.56","B2X","Stabilised",""
"CSSAL046202411","-","-","","2024-11-01","","","SAL046","Monthly rent","36096.56","36096.56","B2X","Stabilised",""
"CSSAL046202412","-","-","","2024-12-01","","","SAL046","Monthly rent","35712.56","35712.56","B2X","Stabilised",""
"CSSAR326202401","-","-","","2024-01-01","","","SAR326","Monthly rent","14361.84","14361.84","B2X","Stabilised",""
"CSSAR326202402","-","-","","2024-02-01","","","SAR326","Monthly rent","14361.84","14361.84","B2X","Stabilised",""
"CSSAR326202403","-","-","","2024-03-01","","","SAR326","Monthly rent","14059.48","14059.48","B2X","Stabilised",""
"CSSAR326202404","-","-","","2024-04-01","","","SAR326","Monthly rent","14059.48","14059.48","B2X","Stabilised",""
"CSSAR326202405","-","-","","2024-05-01","","","SAR326","Monthly rent","13605.95","13605.95","B2X","Stabilised",""
"CSSAR326202406","-","-","","2024-06-01","","","SAR326","Monthly rent","13605.95","13605.95","B2X","Stabilised",""
"CSSAR326202407","-","-","","2024-07-01","","","SAR326","Monthly rent","11338.29","11338.29","B2X","Stabilised",""
"CSSAR326202408","-","-","","2024-08-01","","","SAR326","Monthly rent","7710.04","7710.04","B2X","Stabilised",""
"CSSAR326202409","-","-","","2024-09-01","","","SAR326","Monthly rent","13481.23","13481.23","B2X","Stabilised",""
"CSSAR326202410","-","-","","2024-10-01","","","SAR326","Monthly rent","14565.93","14565.93","B2X","Stabilised",""
"CSSAR326202411","-","-","","2024-11-01","","","SAR326","Monthly rent","14565.93","14565.93","B2X","Stabilised",""
"CSSAR326202412","-","-","","2024-12-01","","","SAR326","Monthly rent","14410.97","14410.97","B2X","Stabilised",""
"CSTDG043202401","-","-","","2024-01-01","","","TDG043","Monthly rent","47428.27","47428.27","B2X","Stabilised",""
"CSTDG043202402","-","-","","2024-02-01","","","TDG043","Monthly rent","47428.27","47428.27","B2X","Stabilised",""
"CSTDG043202403","-","-","","2024-03-01","","","TDG043","Monthly rent","46429.78","46429.78","B2X","Stabilised",""
"CSTDG043202404","-","-","","2024-04-01","","","TDG043","Monthly rent","46429.78","46429.78","B2X","Stabilised",""
"CSTDG043202405","-","-","","2024-05-01","","","TDG043","Monthly rent","44932.05","44932.05","B2X","Stabilised",""
"CSTDG043202406","-","-","","2024-06-01","","","TDG043","Monthly rent","44932.05","44932.05","B2X","Stabilised",""
"CSTDG043202407","-","-","","2024-07-01","","","TDG043","Monthly rent","37443.38","37443.38","B2X","Stabilised",""
"CSTDG043202408","-","-","","2024-08-01","","","TDG043","Monthly rent","25461.49","25461.49","B2X","Stabilised",""
"CSTDG043202409","-","-","","2024-09-01","","","TDG043","Monthly rent","44520.17","44520.17","B2X","Stabilised",""
"CSTDG043202410","-","-","","2024-10-01","","","TDG043","Monthly rent","48102.26","48102.26","B2X","Stabilised",""
"CSTDG043202411","-","-","","2024-11-01","","","TDG043","Monthly rent","48102.26","48102.26","B2X","Stabilised",""
"CSTDG043202412","-","-","","2024-12-01","","","TDG043","Monthly rent","47590.53","47590.53","B2X","Stabilised",""
